execution_unit_key,logical_execution_index,net_id,iteration,tool_kind,is_internal_network_candidate,component_path,origin_op_name,origin_op_type_name,resolved_op_type_name,primitive_id,original_primitive_id,primitive_type,implementation,exec_id,kernel_entry,gtpin_kernel,dispatch_count,dispatch_ids,ov_match,kernel_alignment_status,kernel_entry_alignment_verified,pointer_coverage_match,ov_kernel_entry_present,gtpin_source_kind,primary_metric_name,primary_metric_total,primary_metric_avg,primary_metric_unit,gtpin_invocation_count,gtpin_total_execution_cycles,gtpin_avg_execution_cycles_per_invocation,gtpin_total_memory_ops,gtpin_estimated_total_bytes,gtpin_write_dominance_pct,gtpin_estimated_bytes_per_mem_op,gtpin_reads,gtpin_writes,gtpin_atomics,gtpin_metric_fields_json,execution_descriptor
n1_i5,5,1,5,performance,false,(root),logits.0,FullyConnected,FullyConnected,fullyconnected:logits.0,fullyconnected:logits.0,fully_connected,fully_connected_gpu_bf_tiled,1069,fully_connected_gpu_bf_tiled_9077797497357748363_0_0,fully_connected_gpu_bf_tiled_9077797497357748363_0_0,1,3166,matched,aligned,true,true,true,exec_profile,gtpin_total_execution_cycles,2006459386,2006459,cycles,1000,2006459386,2006459,0,0,,,0,0,0,"{""gtpin_avg_execution_cycles_per_invocation"":2006459,""gtpin_invocation_count"":1000,""gtpin_total_execution_cycles"":2006459386}",InvocationCount=1000;TotalExecutionCycles=2006459386;AvgExecutionCyclesPerInvocation=2006459
n1_i5,5,1,5,performance,false,layers.*/mlp,/model/layers.1/mlp/gate_proj/MatMul,FullyConnected,FullyConnected,fullyconnected:/model/layers.1/mlp/gate_proj/MatMul,fullyconnected:/model/layers.1/mlp/gate_proj/MatMul,fully_connected,fully_connected_gpu_bf_tiled,346,fully_connected_gpu_bf_tiled_9957149419786459120_0_0,fully_connected_gpu_bf_tiled_9957149419786459120_0_0,1,2723,matched,aligned,true,true,true,exec_profile,gtpin_total_execution_cycles,150735206,856450,cycles,176,150735206,856450,0,0,,,0,0,0,"{""gtpin_avg_execution_cycles_per_invocation"":856450,""gtpin_invocation_count"":176,""gtpin_total_execution_cycles"":150735206}",InvocationCount=176;TotalExecutionCycles=150735206;AvgExecutionCyclesPerInvocation=856450
n1_i5,5,1,5,performance,false,layers.*/mlp,/model/layers.11/mlp/gate_proj/MatMul,FullyConnected,FullyConnected,fullyconnected:/model/layers.11/mlp/gate_proj/MatMul,fullyconnected:/model/layers.11/mlp/gate_proj/MatMul,fully_connected,fully_connected_gpu_bf_tiled,706,fully_connected_gpu_bf_tiled_9957149419786459120_0_0,fully_connected_gpu_bf_tiled_9957149419786459120_0_0,1,2943,matched,aligned,true,true,true,exec_profile,gtpin_total_execution_cycles,142649946,810511,cycles,176,142649946,810511,0,0,,,0,0,0,"{""gtpin_avg_execution_cycles_per_invocation"":810511,""gtpin_invocation_count"":176,""gtpin_total_execution_cycles"":142649946}",InvocationCount=176;TotalExecutionCycles=142649946;AvgExecutionCyclesPerInvocation=810511
n1_i5,5,1,5,performance,false,layers.*/mlp,/model/layers.1/mlp/up_proj/MatMul,FullyConnected,FullyConnected,fullyconnected:/model/layers.1/mlp/up_proj/MatMul,fullyconnected:/model/layers.1/mlp/up_proj/MatMul,fully_connected,fully_connected_gpu_bf_tiled,345,fully_connected_gpu_bf_tiled_2740906288179525049_0_0,fully_connected_gpu_bf_tiled_2740906288179525049_0_0,1,2722,matched,aligned,true,true,true,exec_profile,gtpin_total_execution_cycles,139310398,791536,cycles,176,139310398,791536,0,0,,,0,0,0,"{""gtpin_avg_execution_cycles_per_invocation"":791536,""gtpin_invocation_count"":176,""gtpin_total_execution_cycles"":139310398}",InvocationCount=176;TotalExecutionCycles=139310398;AvgExecutionCyclesPerInvocation=791536
n1_i5,5,1,5,performance,false,layers.*/mlp,/model/layers.15/mlp/gate_proj/MatMul,FullyConnected,FullyConnected,fullyconnected:/model/layers.15/mlp/gate_proj/MatMul,fullyconnected:/model/layers.15/mlp/gate_proj/MatMul,fully_connected,fully_connected_gpu_bf_tiled,850,fully_connected_gpu_bf_tiled_9957149419786459120_0_0,fully_connected_gpu_bf_tiled_9957149419786459120_0_0,1,3031,matched,aligned,true,true,true,exec_profile,gtpin_total_execution_cycles,137489860,781192,cycles,176,137489860,781192,0,0,,,0,0,0,"{""gtpin_avg_execution_cycles_per_invocation"":781192,""gtpin_invocation_count"":176,""gtpin_total_execution_cycles"":137489860}",InvocationCount=176;TotalExecutionCycles=137489860;AvgExecutionCyclesPerInvocation=781192
n1_i5,5,1,5,performance,false,layers.*/mlp,/model/layers.19/mlp/gate_proj/MatMul,FullyConnected,FullyConnected,fullyconnected:/model/layers.19/mlp/gate_proj/MatMul,fullyconnected:/model/layers.19/mlp/gate_proj/MatMul,fully_connected,fully_connected_gpu_bf_tiled,994,fully_connected_gpu_bf_tiled_9957149419786459120_0_0,fully_connected_gpu_bf_tiled_9957149419786459120_0_0,1,3119,matched,aligned,true,true,true,exec_profile,gtpin_total_execution_cycles,137230640,779719,cycles,176,137230640,779719,0,0,,,0,0,0,"{""gtpin_avg_execution_cycles_per_invocation"":779719,""gtpin_invocation_count"":176,""gtpin_total_execution_cycles"":137230640}",InvocationCount=176;TotalExecutionCycles=137230640;AvgExecutionCyclesPerInvocation=779719
n1_i5,5,1,5,performance,false,layers.*/mlp,/model/layers.11/mlp/up_proj/MatMul,FullyConnected,FullyConnected,fullyconnected:/model/layers.11/mlp/up_proj/MatMul,fullyconnected:/model/layers.11/mlp/up_proj/MatMul,fully_connected,fully_connected_gpu_bf_tiled,705,fully_connected_gpu_bf_tiled_2740906288179525049_0_0,fully_connected_gpu_bf_tiled_2740906288179525049_0_0,1,2942,matched,aligned,true,true,true,exec_profile,gtpin_total_execution_cycles,136210452,773923,cycles,176,136210452,773923,0,0,,,0,0,0,"{""gtpin_avg_execution_cycles_per_invocation"":773923,""gtpin_invocation_count"":176,""gtpin_total_execution_cycles"":136210452}",InvocationCount=176;TotalExecutionCycles=136210452;AvgExecutionCyclesPerInvocation=773923
n1_i5,5,1,5,performance,false,layers.*/mlp,/model/layers.19/mlp/up_proj/MatMul,FullyConnected,FullyConnected,fullyconnected:/model/layers.19/mlp/up_proj/MatMul,fullyconnected:/model/layers.19/mlp/up_proj/MatMul,fully_connected,fully_connected_gpu_bf_tiled,993,fully_connected_gpu_bf_tiled_2740906288179525049_0_0,fully_connected_gpu_bf_tiled_2740906288179525049_0_0,1,3118,matched,aligned,true,true,true,exec_profile,gtpin_total_execution_cycles,130442028,741147,cycles,176,130442028,741147,0,0,,,0,0,0,"{""gtpin_avg_execution_cycles_per_invocation"":741147,""gtpin_invocation_count"":176,""gtpin_total_execution_cycles"":130442028}",InvocationCount=176;TotalExecutionCycles=130442028;AvgExecutionCyclesPerInvocation=741147
n1_i5,5,1,5,performance,false,layers.*/mlp,/model/layers.12/mlp/up_proj/MatMul,FullyConnected,FullyConnected,fullyconnected:/model/layers.12/mlp/up_proj/MatMul,fullyconnected:/model/layers.12/mlp/up_proj/MatMul,fully_connected,fully_connected_gpu_bf_tiled,741,fully_connected_gpu_bf_tiled_2740906288179525049_0_0,fully_connected_gpu_bf_tiled_2740906288179525049_0_0,1,2964,matched,aligned,true,true,true,exec_profile,gtpin_total_execution_cycles,121919326,692723,cycles,176,121919326,692723,0,0,,,0,0,0,"{""gtpin_avg_execution_cycles_per_invocation"":692723,""gtpin_invocation_count"":176,""gtpin_total_execution_cycles"":121919326}",InvocationCount=176;TotalExecutionCycles=121919326;AvgExecutionCyclesPerInvocation=692723
n1_i5,5,1,5,performance,false,layers.*/mlp,/model/layers.3/mlp/up_proj/MatMul,FullyConnected,FullyConnected,fullyconnected:/model/layers.3/mlp/up_proj/MatMul,fullyconnected:/model/layers.3/mlp/up_proj/MatMul,fully_connected,fully_connected_gpu_bf_tiled,417,fully_connected_gpu_bf_tiled_2740906288179525049_0_0,fully_connected_gpu_bf_tiled_2740906288179525049_0_0,1,2766,matched,aligned,true,true,true,exec_profile,gtpin_total_execution_cycles,118769368,674825,cycles,176,118769368,674825,0,0,,,0,0,0,"{""gtpin_avg_execution_cycles_per_invocation"":674825,""gtpin_invocation_count"":176,""gtpin_total_execution_cycles"":118769368}",InvocationCount=176;TotalExecutionCycles=118769368;AvgExecutionCyclesPerInvocation=674825
