execution_unit_key,logical_execution_index,net_id,iteration,node_id,parent_node_id,node_type,display_name,component_path,origin_op_name,resolved_op_type_name,primitive_id,primitive_type,implementation,kernel_entry,tool_kind,primary_metric_name,primary_metric_total,primary_metric_unit,dispatch_count,gtpin_invocation_count,gtpin_total_execution_cycles
n1_i4,4,1,4,n1_i4::component_group::(root),,component_group,(root),(root),,,,,,,performance,gtpin_total_execution_cycles,2157689622,cycles,9,1284,2157689622
n1_i4,4,1,4,n1_i4::component_group::embed_tokens,,component_group,embed_tokens,embed_tokens,,,,,,,performance,gtpin_total_execution_cycles,4998054,cycles,1,1024,4998054
n1_i4,4,1,4,n1_i4::component_group::layers.*/input_layernorm,,component_group,layers.*/input_layernorm,layers.*/input_layernorm,,,,,,,performance,gtpin_total_execution_cycles,38912994,cycles,22,5632,38912994
n1_i4,4,1,4,n1_i4::component_group::layers.*/mlp,,component_group,layers.*/mlp,layers.*/mlp,,,,,,,performance,gtpin_total_execution_cycles,6440051122,cycles,66,9152,6440051122
n1_i4,4,1,4,n1_i4::component_group::layers.*/post_attention_layernorm,,component_group,layers.*/post_attention_layernorm,layers.*/post_attention_layernorm,,,,,,,performance,gtpin_total_execution_cycles,41919336,cycles,22,5632,41919336
n1_i4,4,1,4,n1_i4::component_group::layers.*/self_attn,,component_group,layers.*/self_attn,layers.*/self_attn,,,,,,,performance,gtpin_total_execution_cycles,2249965628,cycles,376,122560,2249965628
n1_i4,4,1,4,n1_i4::component_group::rotary_emb,,component_group,rotary_emb,rotary_emb,,,,,,,performance,gtpin_total_execution_cycles,529554,cycles,6,99,529554
n1_i4,4,1,4,n1_i4::kernel::broadcast:/model/layers.0/self_attn/Expand::broadcast_gpu_ref_6456514822857321615_0_0__sa,n1_i4::primitive::broadcast:/model/layers.0/self_attn/Expand,kernel,broadcast_gpu_ref_6456514822857321615_0_0__sa,layers.*/self_attn,/model/layers.0/self_attn/Expand,Broadcast,broadcast:/model/layers.0/self_attn/Expand,broadcast,broadcast_gpu_ref,broadcast_gpu_ref_6456514822857321615_0_0__sa,performance,gtpin_total_execution_cycles,3988114,cycles,1,1024,3988114
n1_i4,4,1,4,n1_i4::kernel::broadcast:/model/layers.0/self_attn/Expand_1::broadcast_gpu_ref_6456514822857321615_0_0__sa,n1_i4::primitive::broadcast:/model/layers.0/self_attn/Expand_1,kernel,broadcast_gpu_ref_6456514822857321615_0_0__sa,layers.*/self_attn,/model/layers.0/self_attn/Expand_1,Broadcast,broadcast:/model/layers.0/self_attn/Expand_1,broadcast,broadcast_gpu_ref,broadcast_gpu_ref_6456514822857321615_0_0__sa,performance,gtpin_total_execution_cycles,4186150,cycles,1,1024,4186150
n1_i4,4,1,4,n1_i4::kernel::broadcast:/model/layers.1/self_attn/Expand::broadcast_gpu_ref_6456514822857321615_0_0__sa,n1_i4::primitive::broadcast:/model/layers.1/self_attn/Expand,kernel,broadcast_gpu_ref_6456514822857321615_0_0__sa,layers.*/self_attn,/model/layers.1/self_attn/Expand,Broadcast,broadcast:/model/layers.1/self_attn/Expand,broadcast,broadcast_gpu_ref,broadcast_gpu_ref_6456514822857321615_0_0__sa,performance,gtpin_total_execution_cycles,5628764,cycles,1,1024,5628764
n1_i4,4,1,4,n1_i4::kernel::broadcast:/model/layers.1/self_attn/Expand_1::broadcast_gpu_ref_6456514822857321615_0_0__sa,n1_i4::primitive::broadcast:/model/layers.1/self_attn/Expand_1,kernel,broadcast_gpu_ref_6456514822857321615_0_0__sa,layers.*/self_attn,/model/layers.1/self_attn/Expand_1,Broadcast,broadcast:/model/layers.1/self_attn/Expand_1,broadcast,broadcast_gpu_ref,broadcast_gpu_ref_6456514822857321615_0_0__sa,performance,gtpin_total_execution_cycles,3861852,cycles,1,1024,3861852
n1_i4,4,1,4,n1_i4::kernel::broadcast:/model/layers.10/self_attn/Expand::broadcast_gpu_ref_6456514822857321615_0_0__sa,n1_i4::primitive::broadcast:/model/layers.10/self_attn/Expand,kernel,broadcast_gpu_ref_6456514822857321615_0_0__sa,layers.*/self_attn,/model/layers.10/self_attn/Expand,Broadcast,broadcast:/model/layers.10/self_attn/Expand,broadcast,broadcast_gpu_ref,broadcast_gpu_ref_6456514822857321615_0_0__sa,performance,gtpin_total_execution_cycles,5445874,cycles,1,1024,5445874
n1_i4,4,1,4,n1_i4::kernel::broadcast:/model/layers.10/self_attn/Expand_1::broadcast_gpu_ref_6456514822857321615_0_0__sa,n1_i4::primitive::broadcast:/model/layers.10/self_attn/Expand_1,kernel,broadcast_gpu_ref_6456514822857321615_0_0__sa,layers.*/self_attn,/model/layers.10/self_attn/Expand_1,Broadcast,broadcast:/model/layers.10/self_attn/Expand_1,broadcast,broadcast_gpu_ref,broadcast_gpu_ref_6456514822857321615_0_0__sa,performance,gtpin_total_execution_cycles,3945538,cycles,1,1024,3945538
n1_i4,4,1,4,n1_i4::kernel::broadcast:/model/layers.11/self_attn/Expand::broadcast_gpu_ref_6456514822857321615_0_0__sa,n1_i4::primitive::broadcast:/model/layers.11/self_attn/Expand,kernel,broadcast_gpu_ref_6456514822857321615_0_0__sa,layers.*/self_attn,/model/layers.11/self_attn/Expand,Broadcast,broadcast:/model/layers.11/self_attn/Expand,broadcast,broadcast_gpu_ref,broadcast_gpu_ref_6456514822857321615_0_0__sa,performance,gtpin_total_execution_cycles,3814522,cycles,1,1024,3814522
n1_i4,4,1,4,n1_i4::kernel::broadcast:/model/layers.11/self_attn/Expand_1::broadcast_gpu_ref_6456514822857321615_0_0__sa,n1_i4::primitive::broadcast:/model/layers.11/self_attn/Expand_1,kernel,broadcast_gpu_ref_6456514822857321615_0_0__sa,layers.*/self_attn,/model/layers.11/self_attn/Expand_1,Broadcast,broadcast:/model/layers.11/self_attn/Expand_1,broadcast,broadcast_gpu_ref,broadcast_gpu_ref_6456514822857321615_0_0__sa,performance,gtpin_total_execution_cycles,4687844,cycles,1,1024,4687844
n1_i4,4,1,4,n1_i4::kernel::broadcast:/model/layers.12/self_attn/Expand::broadcast_gpu_ref_6456514822857321615_0_0__sa,n1_i4::primitive::broadcast:/model/layers.12/self_attn/Expand,kernel,broadcast_gpu_ref_6456514822857321615_0_0__sa,layers.*/self_attn,/model/layers.12/self_attn/Expand,Broadcast,broadcast:/model/layers.12/self_attn/Expand,broadcast,broadcast_gpu_ref,broadcast_gpu_ref_6456514822857321615_0_0__sa,performance,gtpin_total_execution_cycles,3806748,cycles,1,1024,3806748
n1_i4,4,1,4,n1_i4::kernel::broadcast:/model/layers.12/self_attn/Expand_1::broadcast_gpu_ref_6456514822857321615_0_0__sa,n1_i4::primitive::broadcast:/model/layers.12/self_attn/Expand_1,kernel,broadcast_gpu_ref_6456514822857321615_0_0__sa,layers.*/self_attn,/model/layers.12/self_attn/Expand_1,Broadcast,broadcast:/model/layers.12/self_attn/Expand_1,broadcast,broadcast_gpu_ref,broadcast_gpu_ref_6456514822857321615_0_0__sa,performance,gtpin_total_execution_cycles,4454728,cycles,1,1024,4454728
n1_i4,4,1,4,n1_i4::kernel::broadcast:/model/layers.13/self_attn/Expand::broadcast_gpu_ref_6456514822857321615_0_0__sa,n1_i4::primitive::broadcast:/model/layers.13/self_attn/Expand,kernel,broadcast_gpu_ref_6456514822857321615_0_0__sa,layers.*/self_attn,/model/layers.13/self_attn/Expand,Broadcast,broadcast:/model/layers.13/self_attn/Expand,broadcast,broadcast_gpu_ref,broadcast_gpu_ref_6456514822857321615_0_0__sa,performance,gtpin_total_execution_cycles,5428854,cycles,1,1024,5428854
n1_i4,4,1,4,n1_i4::kernel::broadcast:/model/layers.13/self_attn/Expand_1::broadcast_gpu_ref_6456514822857321615_0_0__sa,n1_i4::primitive::broadcast:/model/layers.13/self_attn/Expand_1,kernel,broadcast_gpu_ref_6456514822857321615_0_0__sa,layers.*/self_attn,/model/layers.13/self_attn/Expand_1,Broadcast,broadcast:/model/layers.13/self_attn/Expand_1,broadcast,broadcast_gpu_ref,broadcast_gpu_ref_6456514822857321615_0_0__sa,performance,gtpin_total_execution_cycles,4502464,cycles,1,1024,4502464
n1_i4,4,1,4,n1_i4::kernel::broadcast:/model/layers.14/self_attn/Expand::broadcast_gpu_ref_6456514822857321615_0_0__sa,n1_i4::primitive::broadcast:/model/layers.14/self_attn/Expand,kernel,broadcast_gpu_ref_6456514822857321615_0_0__sa,layers.*/self_attn,/model/layers.14/self_attn/Expand,Broadcast,broadcast:/model/layers.14/self_attn/Expand,broadcast,broadcast_gpu_ref,broadcast_gpu_ref_6456514822857321615_0_0__sa,performance,gtpin_total_execution_cycles,5280092,cycles,1,1024,5280092
