execution_unit_key,logical_execution_index,net_id,iteration,tool_kind,is_internal_network_candidate,component_path,origin_op_name,origin_op_type_name,resolved_op_type_name,primitive_id,original_primitive_id,primitive_type,implementation,exec_id,kernel_entry,gtpin_kernel,dispatch_count,dispatch_ids,ov_match,kernel_alignment_status,kernel_entry_alignment_verified,pointer_coverage_match,ov_kernel_entry_present,gtpin_source_kind,primary_metric_name,primary_metric_total,primary_metric_avg,primary_metric_unit,gtpin_invocation_count,gtpin_total_execution_cycles,gtpin_avg_execution_cycles_per_invocation,gtpin_total_memory_ops,gtpin_estimated_total_bytes,gtpin_write_dominance_pct,gtpin_estimated_bytes_per_mem_op,gtpin_reads,gtpin_writes,gtpin_atomics,gtpin_metric_fields_json,execution_descriptor
n1_i0,0,1,0,performance,false,(root),logits.0,FullyConnected,FullyConnected,fullyconnected:logits.0,fullyconnected:logits.0,fully_connected,fully_connected_gpu_bf_tiled,1069,fully_connected_gpu_bf_tiled_5115942848222738913_0_0__sa,fully_connected_gpu_bf_tiled_5115942848222738913_0_0__sa,1,656,matched,aligned,true,true,true,exec_profile,gtpin_total_execution_cycles,5724024420,2862012,cycles,2000,5724024420,2862012,0,0,,,0,0,0,"{""gtpin_avg_execution_cycles_per_invocation"":2862012,""gtpin_invocation_count"":2000,""gtpin_total_execution_cycles"":5724024420}",InvocationCount=2000;TotalExecutionCycles=5724024420;AvgExecutionCyclesPerInvocation=2862012
n1_i0,0,1,0,performance,false,layers.*/mlp,/model/layers.6/mlp/gate_proj/MatMul,FullyConnected,FullyConnected,fullyconnected:/model/layers.6/mlp/gate_proj/MatMul,fullyconnected:/model/layers.6/mlp/gate_proj/MatMul,fully_connected,fully_connected_gpu_bf_tiled,526,fully_connected_gpu_bf_tiled_14365863171559719675_0_0__sa,fully_connected_gpu_bf_tiled_14365863171559719675_0_0__sa,1,323,matched,aligned,true,true,true,exec_profile,gtpin_total_execution_cycles,415560018,1180568,cycles,352,415560018,1180568,0,0,,,0,0,0,"{""gtpin_avg_execution_cycles_per_invocation"":1180568,""gtpin_invocation_count"":352,""gtpin_total_execution_cycles"":415560018}",InvocationCount=352;TotalExecutionCycles=415560018;AvgExecutionCyclesPerInvocation=1180568
n1_i0,0,1,0,performance,false,layers.*/mlp,/model/layers.5/mlp/gate_proj/MatMul,FullyConnected,FullyConnected,fullyconnected:/model/layers.5/mlp/gate_proj/MatMul,fullyconnected:/model/layers.5/mlp/gate_proj/MatMul,fully_connected,fully_connected_gpu_bf_tiled,490,fully_connected_gpu_bf_tiled_14365863171559719675_0_0__sa,fully_connected_gpu_bf_tiled_14365863171559719675_0_0__sa,1,301,matched,aligned,true,true,true,exec_profile,gtpin_total_execution_cycles,398205990,1131267,cycles,352,398205990,1131267,0,0,,,0,0,0,"{""gtpin_avg_execution_cycles_per_invocation"":1131267,""gtpin_invocation_count"":352,""gtpin_total_execution_cycles"":398205990}",InvocationCount=352;TotalExecutionCycles=398205990;AvgExecutionCyclesPerInvocation=1131267
n1_i0,0,1,0,performance,false,layers.*/mlp,/model/layers.5/mlp/up_proj/MatMul,FullyConnected,FullyConnected,fullyconnected:/model/layers.5/mlp/up_proj/MatMul,fullyconnected:/model/layers.5/mlp/up_proj/MatMul,fully_connected,fully_connected_gpu_bf_tiled,489,fully_connected_gpu_bf_tiled_4980171355312677498_0_0__sa,fully_connected_gpu_bf_tiled_4980171355312677498_0_0__sa,1,300,matched,aligned,true,true,true,exec_profile,gtpin_total_execution_cycles,376935270,1070838,cycles,352,376935270,1070838,0,0,,,0,0,0,"{""gtpin_avg_execution_cycles_per_invocation"":1070838,""gtpin_invocation_count"":352,""gtpin_total_execution_cycles"":376935270}",InvocationCount=352;TotalExecutionCycles=376935270;AvgExecutionCyclesPerInvocation=1070838
n1_i0,0,1,0,performance,false,layers.*/mlp,/model/layers.6/mlp/up_proj/MatMul,FullyConnected,FullyConnected,fullyconnected:/model/layers.6/mlp/up_proj/MatMul,fullyconnected:/model/layers.6/mlp/up_proj/MatMul,fully_connected,fully_connected_gpu_bf_tiled,525,fully_connected_gpu_bf_tiled_4980171355312677498_0_0__sa,fully_connected_gpu_bf_tiled_4980171355312677498_0_0__sa,1,322,matched,aligned,true,true,true,exec_profile,gtpin_total_execution_cycles,371672024,1055886,cycles,352,371672024,1055886,0,0,,,0,0,0,"{""gtpin_avg_execution_cycles_per_invocation"":1055886,""gtpin_invocation_count"":352,""gtpin_total_execution_cycles"":371672024}",InvocationCount=352;TotalExecutionCycles=371672024;AvgExecutionCyclesPerInvocation=1055886
n1_i0,0,1,0,performance,false,layers.*/mlp,/model/layers.8/mlp/gate_proj/MatMul,FullyConnected,FullyConnected,fullyconnected:/model/layers.8/mlp/gate_proj/MatMul,fullyconnected:/model/layers.8/mlp/gate_proj/MatMul,fully_connected,fully_connected_gpu_bf_tiled,598,fully_connected_gpu_bf_tiled_14365863171559719675_0_0__sa,fully_connected_gpu_bf_tiled_14365863171559719675_0_0__sa,1,367,matched,aligned,true,true,true,exec_profile,gtpin_total_execution_cycles,366230084,1040426,cycles,352,366230084,1040426,0,0,,,0,0,0,"{""gtpin_avg_execution_cycles_per_invocation"":1040426,""gtpin_invocation_count"":352,""gtpin_total_execution_cycles"":366230084}",InvocationCount=352;TotalExecutionCycles=366230084;AvgExecutionCyclesPerInvocation=1040426
n1_i0,0,1,0,performance,false,layers.*/mlp,/model/layers.2/mlp/gate_proj/MatMul,FullyConnected,FullyConnected,fullyconnected:/model/layers.2/mlp/gate_proj/MatMul,fullyconnected:/model/layers.2/mlp/gate_proj/MatMul,fully_connected,fully_connected_gpu_bf_tiled,382,fully_connected_gpu_bf_tiled_14365863171559719675_0_0__sa,fully_connected_gpu_bf_tiled_14365863171559719675_0_0__sa,1,235,matched,aligned,true,true,true,exec_profile,gtpin_total_execution_cycles,331411048,941508,cycles,352,331411048,941508,0,0,,,0,0,0,"{""gtpin_avg_execution_cycles_per_invocation"":941508,""gtpin_invocation_count"":352,""gtpin_total_execution_cycles"":331411048}",InvocationCount=352;TotalExecutionCycles=331411048;AvgExecutionCyclesPerInvocation=941508
n1_i0,0,1,0,performance,false,layers.*/mlp,/model/layers.0/mlp/gate_proj/MatMul,FullyConnected,FullyConnected,fullyconnected:/model/layers.0/mlp/gate_proj/MatMul,fullyconnected:/model/layers.0/mlp/gate_proj/MatMul,fully_connected,fully_connected_gpu_bf_tiled,310,fully_connected_gpu_bf_tiled_14365863171559719675_0_0__sa,fully_connected_gpu_bf_tiled_14365863171559719675_0_0__sa,1,191,matched,aligned,true,true,true,exec_profile,gtpin_total_execution_cycles,330269230,938264,cycles,352,330269230,938264,0,0,,,0,0,0,"{""gtpin_avg_execution_cycles_per_invocation"":938264,""gtpin_invocation_count"":352,""gtpin_total_execution_cycles"":330269230}",InvocationCount=352;TotalExecutionCycles=330269230;AvgExecutionCyclesPerInvocation=938264
n1_i0,0,1,0,performance,false,layers.*/mlp,/model/layers.1/mlp/up_proj/MatMul,FullyConnected,FullyConnected,fullyconnected:/model/layers.1/mlp/up_proj/MatMul,fullyconnected:/model/layers.1/mlp/up_proj/MatMul,fully_connected,fully_connected_gpu_bf_tiled,345,fully_connected_gpu_bf_tiled_4980171355312677498_0_0__sa,fully_connected_gpu_bf_tiled_4980171355312677498_0_0__sa,1,212,matched,aligned,true,true,true,exec_profile,gtpin_total_execution_cycles,325055316,923452,cycles,352,325055316,923452,0,0,,,0,0,0,"{""gtpin_avg_execution_cycles_per_invocation"":923452,""gtpin_invocation_count"":352,""gtpin_total_execution_cycles"":325055316}",InvocationCount=352;TotalExecutionCycles=325055316;AvgExecutionCyclesPerInvocation=923452
n1_i0,0,1,0,performance,false,layers.*/mlp,/model/layers.3/mlp/up_proj/MatMul,FullyConnected,FullyConnected,fullyconnected:/model/layers.3/mlp/up_proj/MatMul,fullyconnected:/model/layers.3/mlp/up_proj/MatMul,fully_connected,fully_connected_gpu_bf_tiled,417,fully_connected_gpu_bf_tiled_4980171355312677498_0_0__sa,fully_connected_gpu_bf_tiled_4980171355312677498_0_0__sa,1,256,matched,aligned,true,true,true,exec_profile,gtpin_total_execution_cycles,324645432,922288,cycles,352,324645432,922288,0,0,,,0,0,0,"{""gtpin_avg_execution_cycles_per_invocation"":922288,""gtpin_invocation_count"":352,""gtpin_total_execution_cycles"":324645432}",InvocationCount=352;TotalExecutionCycles=324645432;AvgExecutionCyclesPerInvocation=922288
